cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,glucose-2016,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2010,lingeling-2011,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2005,minisat-2006,minisat-2008,picosat-2007,precosat-2009,rsat-2007,satelite-gti-2005,siege-2003,zchaff-2004,zchaff-2007
bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19,UNSATISFIABLE,4556.50,FAILED,FAILED,1446.48,FAILED,FAILED,4975.66,FAILED,1472.56,FAILED,717.35,1065.02,1037.33,FAILED,2477.76,1437.74,1057.46,1546.74,545.40,1401.24,1109.92,1145.29,1236.78,1171.81,FAILED,FAILED,1981.71,FAILED,1166.11,FAILED,FAILED,FAILED
bmc_QICE_req_sfl_30,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bmc_QICE_rxrsp_vld_30,UNSATISFIABLE,FAILED,FAILED,FAILED,1341.32,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1308.30,1197.57,1192.10,FAILED,FAILED,2204.32,3162.10,FAILED,FAILED,3532.91,4472.81,4705.87,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bmc_QICE_snp_vld_50,UNSATISFIABLE,FAILED,FAILED,FAILED,3280.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2629.98,2652.49,2861.89,FAILED,FAILED,FAILED,4856.29,FAILED,4656.00,2055.18,4269.38,3289.14,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bobsmdct_init_k88,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3504.02,2069.29,4381.69,FAILED,2207.30,1578.93,1696.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bobsmdct_k500,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bobsmdct_k88,UNSATISFIABLE,FAILED,FAILED,FAILED,1417.31,FAILED,FAILED,3953.47,3347.02,2975.21,FAILED,FAILED,2441.53,2540.40,FAILED,FAILED,FAILED,2230.34,FAILED,4847.08,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bz-X-4-7-6,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1619.80,1660.00,FAILED,FAILED,FAILED,FAILED,3659.59,FAILED,FAILED,1053.50,FAILED,4739.17,FAILED,FAILED,FAILED,FAILED,1697.53,FAILED,FAILED,FAILED,FAILED
cfi-rigid-d3-0180-02-orig,UNSATISFIABLE,60.63,2412.19,FAILED,2347.02,483.10,FAILED,117.88,82.87,145.95,FAILED,1595.08,3866.63,1809.42,584.87,912.44,746.04,FAILED,819.74,3099.13,3204.01,3101.87,3202.13,700.96,377.48,2504.66,FAILED,838.52,623.77,1466.79,406.40,FAILED,FAILED
cfi-rigid-r2-0072-01-or_3,SATISFIABLE,34.21,FAILED,FAILED,163.52,343.11,203.43,8.88,42.56,16.87,FAILED,348.97,90.95,46.90,FAILED,12.38,389.26,187.83,252.12,372.96,391.35,316.48,407.06,24.03,63.02,470.77,137.72,215.94,19.65,142.20,195.79,FAILED,FAILED
cfi-rigid-s2-0064-02-or_2,UNSATISFIABLE,46.04,148.24,FAILED,975.85,518.70,364.85,63.53,63.09,105.88,FAILED,353.51,463.17,473.86,259.34,373.01,700.30,2895.03,456.43,670.19,828.88,862.24,817.54,217.00,944.31,692.54,948.15,416.64,296.46,413.40,FAILED,FAILED,FAILED
cfi-rigid-s2-0064-03-or_2_shuffle_all,UNSATISFIABLE,257.55,882.18,FAILED,1730.34,589.26,1502.74,778.97,255.22,735.24,FAILED,2982.63,2444.46,2486.12,3781.62,1709.58,FAILED,FAILED,FAILED,2599.06,2808.41,2733.49,2555.78,106.62,156.57,2421.60,1559.51,3804.05,375.56,267.67,FAILED,FAILED,FAILED
cfi-rigid-s2-0064-04-or_2,UNSATISFIABLE,55.09,465.34,FAILED,1612.18,2395.21,816.46,63.73,36.85,140.94,FAILED,616.16,873.93,737.66,2234.27,252.85,1614.78,4398.85,664.37,714.95,1158.76,1007.51,1040.67,2017.99,3134.72,2579.05,673.61,896.80,4099.09,2733.78,FAILED,FAILED,FAILED
cfi-rigid-t2-0048-01-or_3,SATISFIABLE,71.16,43.15,FAILED,137.07,152.85,274.57,2.17,128.33,14.84,FAILED,46.01,6.53,7.18,794.33,66.99,41.25,146.64,61.50,279.88,442.91,600.50,458.71,188.78,787.41,538.99,116.87,62.88,1638.56,275.52,291.44,571.82,549.91
cfi-rigid-t2-0048-01-or_3_shuffle_all,SATISFIABLE,61.71,223.60,FAILED,199.86,106.23,17.94,38.37,75.56,42.29,FAILED,286.96,536.98,126.57,FAILED,598.54,96.27,68.07,112.17,1146.05,1243.35,1336.66,1649.50,126.49,42.83,1527.14,87.18,125.75,808.76,183.76,473.96,2502.21,2183.32
cfi-rigid-t2-0048-02-or_3_shuffle_all,SATISFIABLE,29.22,384.06,FAILED,71.15,987.03,8.94,3.33,23.85,22.27,FAILED,348.34,796.61,151.94,274.81,43.18,124.22,66.80,24.44,1119.55,1312.84,1516.36,1407.74,181.14,39.34,1470.65,172.04,54.80,62.79,283.34,232.72,FAILED,4875.79
cfi-rigid-t2-0048-03-or_3_shuffle_all,SATISFIABLE,32.30,65.41,FAILED,401.26,21.32,538.78,6.76,7.55,66.31,FAILED,280.71,76.29,42.53,3019.47,203.21,693.41,699.59,281.20,1087.23,1232.98,1349.00,1377.91,52.28,117.03,2888.04,99.24,82.28,289.74,101.00,291.09,407.12,382.16
cfi-rigid-z2-0088-01-or_2_shuffle_all,UNSATISFIABLE,39.37,FAILED,FAILED,531.75,1552.88,417.82,27.29,35.35,96.84,FAILED,366.18,510.47,309.16,456.09,692.75,196.81,800.77,449.65,1157.57,1014.14,959.36,955.57,101.62,68.46,1219.52,623.94,353.73,258.64,210.83,4298.13,FAILED,FAILED
